Rank,RO,ST,Locid,city,Airport Name,S/L,Hub,CY 18 Enplanements,CY 17 Enplanements,% Change
1253,SO,NC,SVH,Statesville,Statesville Regional,GA,None,22,2,1000.00%
1281,SO,NC,1A5,Franklin,Macon County,GA,None,19,0,0.00%
1291,SO,NC,LHZ,Louisburg,Triangle North Executive,GA,None,19,0,0.00%
1339,SO,NC,HNZ,Oxford,Henderson-Oxford,GA,None,15,0,0.00%
1377,SO,NC,HBI,Asheboro,Asheboro Regional,GA,None,13,0,0.00%
1387,SO,NC,VUJ,Albemarle,Stanly County,GA,None,13,24,-45.83%
1397,SO,NC,OCW,Washington,Washington-Warren,GA,None,12,6,100.00%
1411,SO,NC,EYF,Elizabethtown,Curtis L Brown Jr Field,GA,None,11,0,0.00%
1413,SO,NC,IPJ,Lincolnton,Lincolnton-Lincoln County Regional,GA,None,11,0,0.00%
1459,SO,NC,RUQ,Salisbury,Mid-Carolina Regional,GA,None,9,0,0.00%
1462,SO,NC,TDF,Roxboro,Person County,GA,None,9,0,0.00%
1475,SO,NC,GSB,Goldsboro,Seymour Johnson AFB,GA,None,8,588,-98.64%
1476,SO,NC,IXA,Roanoke Rapids,Halifax-Northampton Regional,GA,None,8,0,0.00%
1486,SO,NC,SIF,Reidsville,Rockingham County Nc Shiloh,GA,None,8,0,0.00%
1509,SO,NC,MRN,Lenoir,Foothills Regional,GA,None,7,0,0.00%
1510,SO,NC,MWK,Mount Airy,Mount Airy/Surry County,GA,None,7,0,0.00%
1581,SO,NC,JNX,Smithfield,Johnston Regional,GA,None,5,0,0.00%
1685,SO,NC,EHO,Shelby,Shelby-Cleveland County Regional,GA,None,3,0,0.00%
1710,SO,NC,RCZ,Rockingham,Richmond County,GA,None,3,0,0.00%
1775,SO,NC,MEB,Maxton,Laurinburg-Maxton,GA,None,2,0,0.00%
136,GL,ND,FAR,Fargo,Hector International,P,N,"429,667","404,937",6.11%
172,GL,ND,BIS,Bismarck,Bismarck Municipal,P,N,"285,198","275,098",3.67%
207,GL,ND,MOT,Minot,Minot International,P,N,"149,865","141,161",6.17%
226,GL,ND,GFK,Grand Forks,Grand Forks International,P,N,"114,578","117,520",-2.50%
254,GL,ND,XWA,Williston,Williston Basin International,P,N,"75,332","69,802",7.92%
342,GL,ND,DIK,Dickinson,Dickinson - Theodore Roosevelt Regional,P,N,"22,595","18,963",19.15%
392,GL,ND,JMS,Jamestown,Jamestown Regional,P,N,"11,768","10,917",7.80%
443,GL,ND,DVL,Devils Lake,Devils Lake Regional,CS,None,"6,628","7,767",-14.66%
742,GL,ND,MIB,Minot,Minot AFB,GA,None,405,"1,349",-69.98%
1713,GL,ND,S25,Watford City,Watford City Municipal,GA,None,3,0,0.00%
1744,GL,ND,BWP,Wahpeton,Harry Stern,GA,None,2,0,0.00%
61,CE,NE,OMA,Omaha,Eppley Airfield,P,M,"2,454,878","2,243,658",9.41%
206,CE,NE,LNK,Lincoln,Lincoln,P,N,"150,214","154,465",-2.75%
266,CE,NE,GRI,Grand Island,Central Nebraska Regional,P,N,"63,298","66,842",-5.30%
372,CE,NE,BFF,Scottsbluff,Western Nebraska Regional/William B Heilig Field,P,N,"14,295","3,709",285.41%
376,CE,NE,LBF,North Platte,North Platte Regional Airport Lee Bird Field,P,N,"13,798","3,911",252.80%
471,CE,NE,CDR,Chadron,Chadron Municipal,CS,None,"5,218","5,532",-5.68%
482,CE,NE,EAR,Kearney,Kearney Regional,CS,None,"4,568","4,607",-0.85%
540,CE,NE,AIA,Alliance,Alliance Municipal,CS,None,"2,921","2,460",18.74%
573,CE,NE,MCK,McCook,McCook Ben Nelson Regional,GA,None,"2,356","2,710",-13.06%
716,CE,NE,OFF,Omaha,Offutt AFB,GA,None,530,900,-41.11%
1419,CE,NE,SNY,Sidney,Sidney Municipal/Lloyd W Carr Field,GA,None,11,0,0.00%
1436,CE,NE,VTN,Valentine,Miller Field,GA,None,10,0,0.00%
1483,CE,NE,OLU,Columbus,Columbus Municipal,GA,None,8,8,0.00%
1534,CE,NE,FET,Fremont,Fremont Municipal,GA,None,6,22,-72.73%
1579,CE,NE,HSI,Hastings,Hastings Municipal,GA,None,5,0,0.00%
1668,CE,NE,ANW,Ainsworth,Ainsworth Regional,GA,None,3,0,0.00%
1672,CE,NE,BBW,Broken Bow,Broken Bow Municipal/Keith Glaze Field,GA,None,3,0,0.00%
1692,CE,NE,HDE,Holdrege,Brewster Field,GA,None,3,0,0.00%
1697,CE,NE,LXN,Lexington,Jim Kelly Field,GA,None,3,0,0.00%
1703,CE,NE,OKS,Oshkosh,Garden County/King Rhiley Field,GA,None,3,0,0.00%
1840,CE,NE,IBM,Kimball,Kimball Municipal/Robert E Arraj Field,GA,None,1,0,0.00%
1843,CE,NE,JYR,York,York Municipal,GA,None,1,0,0.00%
1848,CE,NE,MLE,Omaha,Millard,GA,None,1,0,0.00%
1854,CE,NE,OGA,Ogallala,Searle Field,GA,None,1,0,0.00%
97,NE,NH,MHT,Manchester,Manchester,P,S,"911,225","969,229",-5.98%
241,NE,NH,PSM,Portsmouth,Portsmouth International at Pease,P,N,"92,836","105,077",-11.65%
406,NE,NH,LEB,Lebanon,Lebanon Municipal,P,N,"10,360","10,383",-0.22%
756,NE,NH,LCI,Laconia,Laconia Municipal,GA,None,346,57,507.02%
932,NE,NH,EEN,Keene,Dillant-Hopkins,GA,None,88,47,87.23%
962,NE,NH,CON,Concord,Concord Municipal,GA,None,75,7,971.43%
1173,NE,NH,ASH,Nashua,Boire Field,GA,None,29,3,866.67%
1378,NE,NH,HIE,Whitefield,Mount Washington Regional,GA,None,13,3,333.33%
1565,NE,NH,BML,Berlin,Berlin Regional,GA,None,5,0,0.00%
11,EA,NJ,EWR,Newark,Newark Liberty International,P,L,"22,797,602","21,571,198",5.69%
119,EA,NJ,ACY,Atlantic City,Atlantic City International,P,S,"568,958","552,690",2.94%
139,EA,NJ,TTN,Trenton,Trenton Mercer,P,N,"404,349","363,654",11.19%
351,EA,NJ,TEB,Teterboro,Teterboro,GA,None,"19,242","11,160",72.42%
444,EA,NJ,MMU,Morristown,Morristown Municipal,GA,None,"6,605","6,159",7.24%
645,EA,NJ,WRI,Wrightstown,McGuire Field (Joint Base McGuire Dix Lakehurst),GA,None,"1,115","1,622",-31.26%
743,EA,NJ,BLM,Belmar,Monmouth Executive,GA,None,403,126,219.84%
834,EA,NJ,MJX,Toms River,Ocean County,GA,None,176,3,5766.67%
1024,EA,NJ,WWD,Wildwood,Cape May County,GA,None,57,7,714.29%
1222,EA,NJ,CDW,Caldwell,Essex County,GA,None,24,0,0.00%
1241,EA,NJ,19N,Berlin,Camden County,GA,None,22,28,-21.43%
1373,EA,NJ,39N,Rocky Hill,Princeton,GA,None,13,16,-18.75%
1380,EA,NJ,MIV,Millville,Millville Municipal,GA,None,13,0,0.00%
1422,EA,NJ,VAY,Mount Holly,South Jersey Regional,GA,None,11,0,0.00%
1477,EA,NJ,LDJ,Linden,Linden,GA,None,8,0,0.00%
1715,EA,NJ,SMQ,Bedminster,Somerset,GA,None,3,0,0.00%
1758,EA,NJ,FWN,Sussex,Sussex,GA,None,2,0,0.00%
57,SW,NM,ABQ,Albuquerque,Albuquerque International Sunport,P,M,"2,647,269","2,412,328",9.74%
223,SW,NM,SAF,Santa Fe,Santa Fe Municipal,P,N,"115,787","103,679",11.68%
270,SW,NM,ROW,Roswell,Roswell International Air Center,P,N,"56,632","55,211",2.57%
337,SW,NM,HOB,Hobbs,Lea County Regional,P,N,"23,475","16,216",44.76%
452,SW,NM,SVC,Silver City,Grant County,CS,None,"5,949","5,686",4.63%
473,SW,NM,CNM,Carlsbad,Cavern City Air Terminal,CS,None,"5,124","3,972",29.00%
478,SW,NM,CVN,Clovis,Clovis Municipal,CS,None,"4,750","5,053",-6.00%
658,SW,NM,CVS,Clovis,Cannon AFB,GA,None,"1,005",468,114.74%
775,SW,NM,SKX,Taos,Taos Regional,GA,None,270,3,8900.00%
807,SW,NM,HMN,Alamogordo,Holloman AFB,GA,None,215,55,290.91%
853,SW,NM,DNA,Santa Teresa,Dona Ana County International Jetport,GA,None,144,1,14300.00%
863,SW,NM,LRU,Las Cruces,Las Cruces International,GA,None,129,283,-54.42%
944,SW,NM,LVS,Las Vegas,Las Vegas Municipal,GA,None,84,0,0.00%
961,SW,NM,SRR,Ruidoso,Sierra Blanca Regional,GA,None,76,0,0.00%
1025,SW,NM,FMN,Farmington,Four Corners Regional,GA,None,56,"2,739",-97.96%
1158,SW,NM,RTN,Raton,Raton Municipal/Crews Field,GA,None,32,0,0.00%
1392,SW,NM,GUP,Gallup,Gallup Municipal,GA,None,12,0,0.00%
1416,SW,NM,ONM,Socorro,Socorro Municipal,GA,None,11,0,0.00%
1550,SW,NM,PRZ,Portales,Portales Municipal,GA,None,6,0,0.00%
1598,SW,NM,TCS,Truth or Consequences,Truth Or Consequences Municipal,GA,None,5,0,0.00%
1633,SW,NM,LAM,Los Alamos,Los Alamos,GA,None,4,0,0.00%
1651,SW,NM,TCC,Tucumcari,Tucumcari Municipal,GA,None,4,0,0.00%
1735,SW,NM,AEG,Albuquerque,Double Eagle II,GA,None,2,2,0.00%
1750,SW,NM,DMN,Deming,Deming Municipal,GA,None,2,0,0.00%
9,WP,NV,LAS,Las Vegas,McCarran International,P,L,"23,795,012","23,364,393",1.84%
66,WP,NV,RNO,Reno,Reno/Tahoe International,P,S,"2,048,916","1,953,028",4.91%
185,WP,NV,BVU,Boulder City,Boulder City Municipal,P,N,"205,690","220,980",-6.92%
355,WP,NV,EKO,Elko,Elko Regional,P,N,"18,363","17,115",7.29%
271,WP,NV,HND,Las Vegas,Henderson Executive,GA,None,"56,182","57,078",-1.57%
446,WP,NV,VGT,Las Vegas,North Las Vegas,GA,None,"6,516",3,217100.00%
631,WP,NV,LSV,Las Vegas,Nellis AFB,GA,None,"1,277","2,304",-44.57%
823,WP,NV,MEV,Minden,Minden-Tahoe,GA,None,188,43,337.21%
1263,WP,NV,FLX,Fallon,Fallon Municipal,GA,None,21,0,0.00%
1322,WP,NV,CXP,Carson City,Carson,GA,None,16,0,0.00%
1437,WP,NV,WMC,Winnemucca,Winnemucca Municipal,GA,None,10,0,0.00%
1487,WP,NV,SPZ,Silver Springs,Silver Springs,GA,None,8,0,0.00%
1537,WP,NV,HTH,Hawthorne,Hawthorne Industrial,GA,None,6,0,0.00%
1636,WP,NV,LOL,Lovelock,Derby Field,GA,None,4,0,0.00%
1732,WP,NV,88NV,Gerlach,Black Rock City,GA,None,2,3,-33.33%
1819,WP,NV,BAM,Battle Mountain,Battle Mountain,GA,None,1,0,0.00%
1860,WP,NV,RTS,Reno,Reno/Stead,GA,None,1,15,-93.33%
6,EA,NY,JFK,New York,John F Kennedy International,P,L,"30,620,769","29,533,154",3.68%
21,EA,NY,LGA,New York,Laguardia,P,L,"15,058,501","14,614,802",3.04%
59,EA,NY,BUF,Buffalo,Buffalo Niagara International,P,M,"2,523,158","2,348,512",7.44%
82,EA,NY,ALB,Albany,Albany International,P,S,"1,440,674","1,393,666",3.37%
85,EA,NY,ROC,Rochester,Greater Rochester International,P,S,"1,281,908","1,205,774",6.31%
88,EA,NY,SYR,Syracuse,Syracuse Hancock International,P,S,"1,139,568","1,013,149",12.48%
102,EA,NY,ISP,Islip,Long Island MacArthur,P,S,"811,535","648,593",25.12%
103,EA,NY,HPN,White Plains,Westchester County,P,S,"789,283","759,334",3.94%
154,EA,NY,SWF,Newburgh,New York Stewart International,P,N,"354,869","228,640",55.21%
210,EA,NY,ELM,Elmira,Elmira/Corning Regional,P,N,"141,075","126,472",11.55%
221,EA,NY,PBG,Plattsburgh,Plattsburgh International,P,N,"119,783","139,398",-14.07%
222,EA,NY,IAG,Niagara Falls,Niagara Falls International,P,N,"119,182","142,605",-16.43%
235,EA,NY,ITH,Ithaca,Ithaca Tompkins Regional,P,N,"99,070","97,212",1.91%
305,EA,NY,BGM,Binghamton,Greater Binghamton/Edwin A Link Field,P,N,"36,382","33,425",8.85%
334,EA,NY,ART,Watertown,Watertown International,P,N,"23,844","22,785",4.65%
338,EA,NY,OGS,Ogdensburg,Ogdensburg International,P,N,"23,448","22,957",2.14%
402,EA,NY,GTB,Fort Drum,Wheeler-Sack AAF,GA,None,"10,795","14,576",-25.94%
420,EA,NY,FRG,North Babylon,Republic,GA,None,"8,629","8,032",7.43%
470,EA,NY,SLK,Saranac Lake,Adirondack Regional,CS,None,"5,273","4,977",5.95%
484,EA,NY,MSS,Massena,Massena International-Richards Field,CS,None,"4,463","4,852",-8.02%
665,EA,NY,FOK,Westhampton Beach,Francis S Gabreski,GA,None,897,431,108.12%
721,EA,NY,HTO,East Hampton,East Hampton,GA,None,502,158,217.72%
829,EA,NY,0B8,Fishers Island,Elizabeth Field,GA,None,181,179,1.12%
851,EA,NY,5B2,Saratoga Springs,Saratoga County,GA,None,147,39,276.92%
876,EA,NY,RME,Rome,Griffiss International,GA,None,122,71,71.83%
894,EA,NY,PEO,Penn Yan,Penn Yan,GA,None,111,118,-5.93%
924,EA,NY,POU,Poughkeepsie,Hudson Valley Regional,GA,None,94,11,754.55%
926,EA,NY,JHW,Jamestown,Chautauqua County/Jamestown,GA,None,92,"1,116",-91.76%
942,EA,NY,GFL,Glens Falls,Floyd Bennett Memorial,GA,None,84,17,394.12%
952,EA,NY,JRA,New York,West 30th St,GA,None,79,8,887.50%
980,EA,NY,VGC,Hamilton,Hamilton Municipal,GA,None,71,12,491.67%
992,EA,NY,LKP,Lake Placid,Lake Placid,GA,None,67,6,1016.67%
1026,EA,NY,IUA,Canandaigua,Canandaigua,GA,None,56,0,0.00%
1044,EA,NY,JRB,New York,Downtown Manhattan/Wall St,GA,None,51,5,920.00%
1073,EA,NY,SCH,Schenectady,Schenectady County,GA,None,46,3,1433.33%
1179,EA,NY,MTP,Montauk,Montauk,GA,None,28,58,-51.72%
1188,EA,NY,MSV,Monticello,Sullivan County International,GA,None,27,32,-15.63%
1299,EA,NY,1B1,Hudson,Columbia County,GA,None,18,8,125.00%
1312,EA,NY,6B9,Skaneateles,Skaneateles Aero Drome,GA,None,17,6,183.33%
1327,EA,NY,OIC,Norwich,Lt Warren Eaton,GA,None,16,1,1500.00%
1393,EA,NY,HTF,Hornell,Hornell Municipal,GA,None,12,0,0.00%
1450,EA,NY,FZY,Fulton,Oswego County,GA,None,9,0,0.00%
1562,EA,NY,4B6,Ticonderoga,Ticonderoga Municipal,GA,None,5,0,0.00%
1586,EA,NY,N66,Oneonta,Oneonta Municipal,GA,None,5,6,-16.67%
1662,EA,NY,6N5,New York,East 34th Street,GA,None,3,0,0.00%
1725,EA,NY,20N,Kingston,Kingston-Ulster,GA,None,2,3,-33.33%
1780,EA,NY,N03,Cortland,Cortland County-Chase Field,GA,None,2,0,0.00%
1836,EA,NY,GVQ,Batavia,Genesee County,GA,None,1,2,-50.00%
1855,EA,NY,OLE,Olean,Cattaraugus County-Olean,GA,None,1,0,0.00%
44,GL,OH,CLE,Cleveland,Cleveland-Hopkins International,P,M,"4,701,713","4,446,555",5.74%
50,GL,OH,CMH,Columbus,John Glenn Columbus International,P,M,"3,976,620","3,689,570",7.78%
98,GL,OH,DAY,Dayton,James M Cox Dayton International,P,S,"858,022","935,373",-8.27%
131,GL,OH,CAK,Akron,Akron-Canton Regional,P,N,"449,731","619,321",-27.38%
199,GL,OH,LCK,Columbus,Rickenbacker International,P,N,"154,475","133,649",15.58%
218,GL,OH,TOL,Toledo,Toledo Express,P,N,"123,541","102,988",19.96%
314,GL,OH,LUK,Cincinnati,Cincinnati Municipal Airport Lunken Field,GA,None,"29,487","30,681",-3.89%
397,GL,OH,BKL,Cleveland,Burke Lakefront,GA,None,"11,449","12,024",-4.78%
554,GL,OH,YNG,Youngstown,Youngstown-Warren Regional,CS,None,"2,636","36,455",-92.77%
751,GL,OH,FFO,Dayton,Wright-Patterson AFB,GA,None,359,380,-5.53%
774,GL,OH,OSU,Columbus,Ohio State University,GA,None,277,20,1285.00%
805,GL,OH,CGF,Cleveland,Cuyahoga County,GA,None,217,37,486.49%
845,GL,OH,MGY,Dayton,Dayton-Wright Brothers,GA,None,161,0,0.00%
920,GL,OH,DLZ,Delaware,Delaware Municipal - Jim Moore Field,GA,None,96,0,0.00%
921,GL,OH,HAO,Hamilton,Butler Co Regional-Hogan Field,GA,None,96,3,3100.00%
1023,GL,OH,FDY,Findlay,Findlay,GA,None,57,0,0.00%
1059,GL,OH,ILN,Wilmington,Wilmington Air Park,GA,None,49,0,0.00%
1061,GL,OH,LPR,Lorain,Lorain County Regional,GA,None,49,11,345.45%
1067,GL,OH,TDZ,Walbridge,Toledo Executive,GA,None,48,63,-23.81%
1080,GL,OH,UNI,Athens,Ohio University,GA,None,45,0,0.00%
1084,GL,OH,LNN,Willoughby,Willoughby Lost Nation Municipal,GA,None,44,0,0.00%
1092,GL,OH,AKR,Akron,Akron Fulton International,GA,None,42,4,950.00%
1118,GL,OH,PCW,Port Clinton,Erie-Ottawa International,GA,None,38,0,0.00%
1133,GL,OH,MFD,Mansfield,Mansfield Lahm Regional,GA,None,35,336,-89.58%
1200,GL,OH,VTA,Newark,Newark-Heath,GA,None,26,0,0.00%
1219,GL,OH,AXV,Wapakoneta,Neil Armstrong,GA,None,24,0,0.00%
1255,GL,OH,ZZV,Zanesville,Zanesville Municipal,GA,None,22,3,633.33%
1266,GL,OH,HZY,Ashtabula,Northeast Ohio Regional,GA,None,21,0,0.00%
1276,GL,OH,OXD,Oxford,Miami University,GA,None,20,0,0.00%
1283,GL,OH,AOH,Lima,Lima Allen County,GA,None,19,0,0.00%
1300,GL,OH,4I3,Mount Vernon,Knox County,GA,None,18,0,0.00%
1305,GL,OH,LHQ,Lancaster,Fairfield County,GA,None,18,0,0.00%
1330,GL,OH,SGH,Springfield,Springfield-Beckley Municipal,GA,None,16,0,0.00%
1400,GL,OH,SCA,Sidney,Sidney Municipal,GA,None,12,0,0.00%
1425,GL,OH,BJJ,Wooster,Wayne County,GA,None,10,5,100.00%
1482,GL,OH,MNN,Marion,Marion Municipal,GA,None,8,0,0.00%
1512,GL,OH,PMH,Portsmouth,Greater Portsmouth Regional,GA,None,7,0,0.00%
1551,GL,OH,RZT,Chillicothe,Ross County,GA,None,6,0,0.00%
1601,GL,OH,VNW,Van Wert,Van Wert County,GA,None,5,0,0.00%
1681,GL,OH,DFI,Defiance,Defiance Memorial,GA,None,3,0,0.00%
1684,GL,OH,EDJ,Bellefontaine,Bellefontaine Regional,GA,None,3,0,0.00%
1722,GL,OH,0G6,Bryan,Williams County,GA,None,2,0,0.00%
1759,GL,OH,GAS,Gallipolis,Gallia-Meigs Regional,GA,None,2,0,0.00%
1850,GL,OH,MWO,Middletown,Middletown Regional/Hook Field,GA,None,1,0,0.00%
65,SW,OK,OKC,Oklahoma City,Will Rogers World,P,S,"2,094,708","1,894,289",10.58%
80,SW,OK,TUL,Tulsa,Tulsa International,P,S,"1,482,908","1,374,424",7.89%
281,SW,OK,LAW,Lawton,Lawton-Fort Sill Regional,P,N,"48,086","50,939",-5.60%
320,SW,OK,SWO,Stillwater,Stillwater Regional,P,N,"27,321","27,370",-0.18%
652,SW,OK,TIK,Oklahoma City,Tinker AFB,GA,None,"1,069",880,21.48%
733,SW,OK,PWA,Oklahoma City,Wiley Post,GA,None,455,167,172.46%
854,SW,OK,OUN,Norman,University of Oklahoma Westheimer,GA,None,144,29,396.55%
935,SW,OK,WWR,Woodward,West Woodward,GA,None,88,6,1366.67%
1029,SW,OK,MLC,McAlester,McAlester Regional,GA,None,55,0,0.00%
1087,SW,OK,WDG,Enid,Enid Woodring Regional,GA,None,44,0,0.00%
1101,SW,OK,DUA,Durant,Durant Regional - Eaker Field,GA,None,40,20,100.00%
1146,SW,OK,RVS,Tulsa,Richard Lloyd Jones Jr,GA,None,34,0,0.00%
1170,SW,OK,MKO,Muskogee,Muskogee-Davis Regional,GA,None,30,3,900.00%
1205,SW,OK,DUC,Duncan,Halliburton Field,GA,None,25,0,0.00%
1252,SW,OK,PNC,Ponca City,Ponca City Regional,GA,None,22,0,0.00%
1409,SW,OK,ELK,Elk City,Elk City Regional Business,GA,None,11,0,0.00%
1427,SW,OK,CSM,Burns Flat,Clinton-Sherman,GA,None,10,0,0.00%
1470,SW,OK,BVO,Bartlesville,Bartlesville Municipal,GA,None,8,0,0.00%
1491,SW,OK,TQH,Tahlequah,Tahlequah Municipal,GA,None,8,0,0.00%
1493,SW,OK,1K8,Ketchum,South Grand Lake Regional,GA,None,7,3,133.33%
1546,SW,OK,OJA,Weatherford,Thomas P Stafford,GA,None,6,0,0.00%
1625,SW,OK,GMJ,Grove,Grove Municipal,GA,None,4,0,0.00%
1694,SW,OK,HSD,Oklahoma City,Sundance,GA,None,3,0,0.00%
1739,SW,OK,AVK,Alva,Alva Regional,GA,None,2,0,0.00%
1813,SW,OK,ADM,Ardmore,Ardmore Municipal,GA,None,1,0,0.00%
1847,SW,OK,MIO,Miami,Miami Regional,GA,None,1,0,0.00%
30,NM,OR,PDX,Portland,Portland International,P,L,"9,804,868","9,435,473",3.91%
120,NM,OR,EUG,Eugene,Mahlon Sweet Field,P,S,"566,832","529,149",7.12%
127,NM,OR,MFR,Medford,Rogue Valley International - Medford,P,S,"492,217","440,506",11.74%
135,NM,OR,RDM,Redmond,Roberts Field,P,N,"430,562","364,921",17.99%
385,NM,OR,OTH,North Bend,Southwest Oregon Regional,P,N,"12,369","12,971",-4.64%
447,NM,OR,PDT,Pendleton,Eastern Oregon Regional at Pendleton,CS,None,"6,396","5,701",12.19%
769,NM,OR,HIO,Portland,Portland-Hillsboro,GA,None,288,24,1100.00%
836,NM,OR,SLE,Salem,McNary Field,GA,None,176,52,238.46%
870,NM,OR,UAO,Aurora,Aurora State,GA,None,126,0,0.00%
959,NM,OR,MMV,McMinnville,McMinnville Municipal,GA,None,77,0,0.00%
1060,NM,OR,LMT,Klamath Falls,Crater Lake-Klamath Regional,GA,None,49,"5,529",-99.11%
1096,NM,OR,BDN,Bend,Bend Municipal,GA,None,41,8,412.50%
1104,NM,OR,AST,Astoria,Astoria Regional,GA,None,39,2,1850.00%
1129,NM,OR,RBG,Roseburg,Roseburg Regional,GA,None,36,15,140.00%
1130,NM,OR,S03,Ashland,Ashland Municipal-Sumner Parker Field,GA,None,36,24,50.00%
1204,NM,OR,DLS,Dallesport,Columbia Gorge Regional/The Dalles Municipal,GA,None,25,0,0.00%
1212,NM,OR,ONO,Ontario,Ontario Municipal,GA,None,25,19,31.58%
1374,NM,OR,CVO,Corvallis,Corvallis Municipal,GA,None,13,13,0.00%
1484,NM,OR,ONP,Newport,Newport Municipal,GA,None,8,0,0.00%
1506,NM,OR,LKV,Lakeview,Lake County,GA,None,7,0,0.00%
1552,NM,OR,S39,Prineville,Prineville,GA,None,6,0,0.00%
1578,NM,OR,HRI,Hermiston,Hermiston Municipal,GA,None,5,2,150.00%
1593,NM,OR,S33,Madras,Madras Municipal,GA,None,5,0,0.00%
1599,NM,OR,TTD,Portland,Portland-Troutdale,GA,None,5,8,-37.50%
1648,NM,OR,S21,Sunriver,Sunriver,GA,None,4,0,0.00%
1661,NM,OR,3S8,Grants Pass,Grants Pass,GA,None,3,9,-66.67%
1696,NM,OR,JSY,Joseph,Joseph State,GA,None,3,0,0.00%
1740,NM,OR,BKE,Baker City,Baker City Municipal,GA,None,2,0,0.00%
1768,NM,OR,LGD,La Grande,La Grande/Union County,GA,None,2,0,0.00%
1773,NM,OR,M50,Boardman,Boardman,GA,None,2,0,0.00%
1806,NM,OR,3S4,Cave Junction,Illinois Valley,GA,None,1,0,0.00%
1807,NM,OR,3S7,Manzanita,Nehalem Bay State,GA,None,1,0,0.00%
1811,NM,OR,9S9,Lexington,Lexington,GA,None,1,0,0.00%
1821,NM,OR,BNO,Burns,Burns Municipal,GA,None,1,23,-95.65%
1834,NM,OR,GCD,John Day,Grant County Regional/Ogilvie Field,GA,None,1,0,0.00%
1861,NM,OR,S05,Bandon,Bandon State,GA,None,1,0,0.00%
20,EA,PA,PHL,Philadelphia,Philadelphia International,P,L,"15,292,670","14,271,243",7.16%
45,EA,PA,PIT,Pittsburgh,Pittsburgh International,P,M,"4,670,033","4,327,434",7.92%
112,EA,PA,MDT,Harrisburg,Harrisburg International,P,S,"636,756","582,291",9.35%
145,EA,PA,ABE,Allentown,Lehigh Valley International,P,N,"376,468","328,914",14.46%
173,EA,PA,AVP,Avoca,Wilkes-Barre/Scranton International,P,N,"258,628","261,572",-1.13%
201,EA,PA,UNV,State College,University Park,P,N,"153,571","138,423",10.94%
205,EA,PA,LBE,Latrobe,Arnold Palmer Regional,P,N,"151,410","151,207",0.13%
238,EA,PA,ERI,Erie,Erie International/Tom Ridge Field,P,N,"95,342","85,631",11.34%
343,EA,PA,IPT,Williamsport,Williamsport Regional,P,N,"22,547","18,323",23.05%
451,EA,PA,LNS,Lititz,Lancaster,CS,None,"6,012","4,577",31.35%
466,EA,PA,DUJ,Brookville,Dubois Regional,CS,None,"5,448","3,888",40.12%
486,EA,PA,JST,Johnstown,John Murtha Johnstown-Cambria County,CS,None,"4,381","3,594",21.90%
494,EA,PA,BFD,Bradford,Bradford Regional,CS,None,"4,191","3,897",7.54%
495,EA,PA,AOO,Altoona,Altoona-Blair County,CS,None,"4,103","3,806",7.80%
592,EA,PA,FKL,Franklin,Venango Regional,GA,None,"1,998","1,396",43.12%
601,EA,PA,RDG,Reading,Reading Regional/Carl A Spaatz Field,GA,None,"1,777","1,391",27.75%
674,EA,PA,PNE,Philadelphia,Northeast Philadelphia,GA,None,844,161,424.22%
762,EA,PA,AGC,West Mifflin,Allegheny County,GA,None,319,346,-7.80%
782,EA,PA,MQS,Coatesville,Chester County G O Carlson,GA,None,259,21,1133.33%
817,EA,PA,CXY,New Cumberland Army Depot,Capital City,GA,None,200,171,16.96%
970,EA,PA,LOM,Ambler,Wings Field,GA,None,73,27,170.37%
1048,EA,PA,CKZ,Perkasie,Pennridge,GA,None,50,18,177.78%
1066,EA,PA,OQN,West Chester,Brandywine Regional,GA,None,48,68,-29.41%
1119,EA,PA,SEG,Selinsgrove,Penn Valley,GA,None,38,13,192.31%
1132,EA,PA,HMZ,Bedford,Bedford County,GA,None,35,0,0.00%
1136,EA,PA,RVL,Reedsville,Mifflin County,GA,None,35,0,0.00%
1168,EA,PA,HZL,Hazleton,Hazleton Regional,GA,None,30,0,0.00%
1172,EA,PA,4PN7,Eagles Mere,Merritt Field,GA,None,29,28,3.57%
1217,EA,PA,THV,York,York,GA,None,25,0,0.00%
1243,EA,PA,BTP,Butler,Pittsburgh/Butler Regional,GA,None,22,0,0.00%
1273,EA,PA,GKJ,Meadville,Port Meadville,GA,None,20,0,0.00%
1389,EA,PA,AFJ,Washington,Washington County,GA,None,12,16,-25.00%
1440,EA,PA,2PA7,Landisburg,Egolf,GA,None,9,0,0.00%
1585,EA,PA,MPO,Mount Pocono,Pocono Mountains Municipal,GA,None,5,9,-44.44%
1705,EA,PA,PS01,Croydon,Sterling,GA,None,3,0,0.00%
1706,EA,PA,PTW,Pottstown,Heritage Field,GA,None,3,6,-50.00%
1728,EA,PA,4G1,Greenville,Greenville Municipal,GA,None,2,0,0.00%
1799,EA,PA,XLL,Allentown,Allentown Queen City Municipal,GA,None,2,0,0.00%
1800,EA,PA,ZER,Pottsville,Schuylkill County/Joe Zerbey,GA,None,2,0,0.00%
49,SO,PR,SJU,San Juan,Luis Munoz Marin International,P,M,"4,033,412","4,203,766",-4.05%
168,SO,PR,BQN,Aguadilla,Rafael Hernandez,P,N,"294,921","252,693",16.71%
242,SO,PR,PSE,Ponce,Mercedita,P,N,"91,966","89,334",2.95%
